"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","WIRELESSWIRED","TOT","100HAB","A","2009",13.083,
"AUS","WIRELESSWIRED","TOT","100HAB","A","2010",56.405,
"AUS","WIRELESSWIRED","TOT","100HAB","A","2011",92.574,
"AUS","WIRELESSWIRED","TOT","100HAB","A","2012",102.87,
"AUS","WIRELESSWIRED","TOT","100HAB","A","2013",113.805,
"AUS","WIRELESSWIRED","TOT","100HAB","A","2014",115.132,
"AUS","WIRELESSWIRED","TOT","100HAB","A","2015",127.057,
"AUS","WIRELESSWIRED","TOT","100HAB","A","2016",130.396,
"AUS","WIRELESSWIRED","TOT","100HAB","A","2017",134.055,
"AUS","WIRELESSWIRED","TOT","100HAB","A","2018",129.161,
"AUS","WIRELESSWIRED","TOT","100HAB","A","2019",129.092,
"AUS","WIRELESSWIRED","TOT","100HAB","A","2020",123.246,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2009",21.305,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2010",33.015,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2011",46.003,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2012",58.056,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2013",64.479,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2014",67.056,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2015",69.897,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2016",81.519,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2017",87.82,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2018",88.478,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2019",91.152,
"AUT","WIRELESSWIRED","TOT","100HAB","A","2020",108.067,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2009",5.695,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2010",9.55,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2011",18.856,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2012",32.758,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2013",51.258,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2014",53.459,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2015",61.56,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2016",66.017,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2017",75.506,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2018",76.145,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2019",87.364,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2020",89.622,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2010",29.482,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2011",38.399,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2012",45.571,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2013",51.788,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2014",54.405,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2015",61.714,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2016",69.162,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2017",72.329,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2018",76.414,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2019",82.304,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2020",71.678,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2009",3.533,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2010",5.157,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2011",38.155,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2012",45.009,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2013",53.288,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2014",68.073,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2015",73.597,
